networkType,batteryLevel,isCharging,updateSizeMb,usageFrequency,isCriticalUpdate,shouldUpdate
1,0.391,0,53.41,0.036,0,0
2,0.776,0,556.75,0.512,0,0
1,0.503,1,231.27,0.764,0,0
1,0.932,0,186.13,0.251,1,0
1,0.666,0,205.45,0.675,0,0
2,0.882,0,507.44,0.743,0,1
1,0.49,0,183.43,0.441,0,0
2,0.26,0,226.93,0.348,0,0
0,0.91,0,195.72,0.385,0,0
2,0.682,0,391.66,0.232,0,1
2,0.402,0,262.28,0.088,0,1
2,0.836,0,611.84,0.552,0,0
2,0.434,1,206.76,0.552,0,0
2,0.949,1,32.86,0.844,0,1
1,0.531,1,90.95,0.368,0,1
1,0.714,0,285.39,0.78,0,0
2,0.694,1,260.86,0.843,0,1
2,0.748,0,394.4,0.439,0,1
2,0.304,0,261.82,0.857,0,1
1,0.831,0,348.32,0.133,0,0
1,0.347,0,285.12,0.692,0,0
0,0.365,0,110.24,0.731,0,0
2,0.274,0,568.88,0.979,0,0
1,0.786,0,255.23,0.685,0,0
1,0.546,0,84.99,0.682,0,0
2,0.897,1,64.48,0.486,0,1
2,0.834,1,420.01,0.485,0,1
2,0.743,0,191.59,0.224,0,1
1,0.402,1,161.22,0.552,0,1
2,0.199,0,409.71,0.379,1,1
2,0.366,1,148.8,0.199,0,1
2,0.93,0,342.5,0.28,1,1
2,0.718,0,16.94,0.16,0,1
1,0.499,1,285.42,0.721,0,0
1,0.314,0,94.79,0.702,0,0
1,0.518,0,192.07,0.674,0,0
2,0.256,0,677.74,0.037,0,0
2,0.607,1,104.06,0.66,0,1
0,0.936,0,405.79,0.411,0,0
1,0.386,0,380.32,0.212,0,0
2,0.818,0,102.03,0.414,0,1
1,0.67,0,149.94,0.115,0,0
1,0.576,0,248.44,0.273,0,0
2,0.789,0,850.91,0.58,0,1
2,0.965,0,137.68,0.807,0,1
2,0.692,1,104.82,0.152,1,1
2,0.183,0,363.28,0.206,0,0
2,0.656,0,171.97,0.392,0,1
1,0.329,0,141.83,0.949,0,0
1,0.38,0,107.02,0.958,0,1
2,0.85,0,277.27,0.303,0,1
2,0.415,1,401.19,0.233,0,1
1,0.957,0,105.63,0.4,0,0
2,0.577,0,390.83,0.427,1,1
1,0.097,0,134.79,0.472,0,0
2,0.794,0,153.14,0.544,0,1
2,0.738,1,727.11,0.237,0,0
2,0.681,0,300.49,0.168,0,1
2,0.412,0,302.45,0.023,0,1
1,0.655,0,115.86,0.625,0,0
1,0.432,0,221.11,0.281,0,0
2,0.248,1,514.34,0.163,0,1
1,0.586,0,284.85,0.552,0,0
1,0.927,1,132.67,0.867,0,1
2,0.566,0,89.73,0.309,0,1
2,0.233,1,468.24,0.607,0,1
2,0.357,1,40.33,0.284,0,1
2,0.512,0,133.63,0.526,0,1
2,0.542,0,115.11,0.023,0,1
1,0.469,0,127.38,0.856,0,1
2,0.693,0,523.19,0.879,0,1
2,0.282,0,384.82,0.618,0,0
1,0.673,0,459.5,0.131,1,0
1,0.097,0,308.48,0.611,0,0
2,0.525,0,633.8,0.097,0,0
2,0.134,1,311.14,0.244,1,1
2,0.818,0,298.28,0.569,0,1
2,0.505,1,287.51,0.479,0,1
1,0.221,0,301.59,0.753,0,0
2,0.493,1,147.27,0.447,0,1
2,0.673,0,369.06,0.912,0,1
2,0.6,0,623.99,0.518,0,0
2,0.502,0,422.18,0.55,0,1
1,0.83,1,89.21,0.521,0,1
0,0.279,0,521.0,0.101,1,0
2,0.78,0,275.18,0.685,0,1
2,0.779,1,539.11,0.738,0,1
1,0.436,0,407.29,0.218,0,0
2,0.641,1,110.53,0.793,0,1
2,0.349,0,295.8,0.947,0,1
2,0.823,0,531.66,0.101,0,0
1,0.456,0,170.33,0.317,0,0
1,0.28,1,61.1,0.713,0,0
2,0.812,0,354.0,0.11,0,1
1,0.837,0,14.0,0.562,1,1
0,0.65,0,107.2,0.525,0,0
1,0.854,0,85.14,0.175,0,0
1,0.216,1,123.38,0.387,0,0
2,0.464,0,591.77,0.841,0,0
2,0.582,1,331.56,0.424,0,1
1,0.428,1,277.43,0.62,0,0
0,0.537,1,564.97,0.24,1,0
2,0.552,1,81.62,0.312,0,1
1,0.792,0,478.39,0.738,0,0
1,0.778,1,231.21,0.719,0,0
2,0.355,0,359.92,0.449,0,1
2,0.449,0,180.98,0.711,0,1
2,0.246,0,292.58,0.229,0,0
1,0.507,0,99.95,0.707,0,0
2,0.582,1,359.87,0.337,0,1
1,0.227,1,90.0,0.837,0,0
2,0.822,0,72.29,0.737,0,1
1,0.795,0,264.22,0.462,0,0
1,0.727,0,214.98,0.539,0,0
2,0.868,0,80.95,0.244,0,1
2,0.801,0,237.89,0.584,0,1
1,0.658,1,291.04,0.349,0,0
2,0.698,1,75.65,0.52,0,1
0,0.492,0,559.27,0.556,0,0
2,0.471,1,315.63,0.045,0,1
2,0.64,0,288.7,0.321,0,1
1,0.522,1,380.9,0.291,1,0
2,0.529,0,299.96,0.401,1,1
1,0.684,1,421.18,0.594,0,0
0,0.715,0,323.97,0.51,0,0
2,0.619,0,707.12,0.526,0,0
1,0.936,0,290.11,0.211,0,0
2,0.143,1,155.61,0.643,0,1
1,0.5,0,79.14,0.594,1,1
2,0.177,1,52.58,0.155,0,1
1,0.564,1,163.05,0.394,0,1
1,0.733,0,275.37,0.802,0,1
1,0.555,1,325.35,0.444,0,0
1,0.629,1,163.17,0.696,0,1
1,0.348,1,67.39,0.442,1,1
2,0.318,0,295.26,0.255,0,1
2,0.222,1,190.32,0.355,0,1
1,0.313,1,138.84,0.754,0,0
2,0.568,1,196.1,0.636,0,1
1,0.359,1,66.07,0.93,0,1
1,0.77,1,445.88,0.328,1,0
2,0.467,0,341.53,0.472,0,1
1,0.89,0,35.06,0.687,0,1
2,0.496,1,96.07,0.617,0,1
2,0.896,0,325.54,0.36,0,1
2,0.656,0,260.41,0.748,0,1
2,0.445,0,662.39,0.74,0,0
1,0.22,0,114.37,0.784,0,0
2,0.686,1,274.79,0.388,0,1
2,0.519,0,618.21,0.348,1,1
2,0.506,1,103.25,0.57,0,1
2,0.788,0,673.33,0.257,1,1
0,0.34,0,239.37,0.234,0,0
1,0.769,1,126.25,0.648,0,1
1,0.49,0,42.53,0.928,0,1
2,0.762,1,412.81,0.793,0,1
1,0.291,0,319.04,0.385,0,0
2,0.65,0,721.79,0.38,1,1
2,0.578,0,87.16,0.699,0,1
1,0.839,0,172.85,0.146,0,0
1,0.997,0,161.01,0.685,0,0
1,0.234,1,137.16,0.494,1,0
2,0.527,0,229.56,0.127,0,1
2,0.848,1,433.56,0.107,0,1
2,0.031,0,488.67,0.943,0,0
2,0.431,0,273.67,0.485,0,1
2,0.838,1,129.65,0.033,1,1
2,0.547,1,100.35,0.714,0,1
2,0.733,1,774.78,0.278,0,0
2,0.713,1,522.04,0.339,0,1
2,0.557,0,176.15,0.63,0,1
2,0.972,0,304.75,0.394,0,1
2,0.734,1,357.85,0.251,1,1
2,0.953,0,322.14,0.191,0,1
1,0.838,0,486.26,0.244,1,0
1,0.873,1,257.01,0.627,0,0
2,0.345,0,195.86,0.5,0,1
2,0.411,1,312.69,0.311,0,1
1,0.156,0,237.66,0.909,0,0
2,0.717,1,444.72,0.644,0,1
0,0.658,0,181.92,0.19,1,0
2,0.84,0,261.69,0.694,0,1
1,0.453,0,256.5,0.337,0,0
1,0.271,0,128.51,0.94,0,0
2,0.626,1,719.79,0.486,0,0
2,0.559,0,299.99,0.798,0,1
1,0.768,0,394.92,0.74,0,0
0,0.436,0,48.99,0.086,1,0
2,0.351,1,424.46,0.42,0,1
2,0.507,1,220.04,0.192,0,1
2,0.668,0,315.37,0.425,0,1
1,0.501,1,49.91,0.252,0,1
2,0.422,0,220.98,0.538,0,1
0,0.285,1,511.88,0.573,0,0
0,0.324,0,246.42,0.672,1,0
2,0.877,0,169.81,0.733,0,1
2,0.307,0,828.67,0.961,0,0
1,0.535,0,80.99,0.12,1,1
1,0.58,1,111.69,0.693,0,1
2,0.316,1,218.84,0.222,0,1
2,0.727,1,645.62,0.817,0,1
2,0.267,0,115.39,0.245,1,1
2,0.253,0,316.74,0.862,0,0
2,0.568,0,455.86,0.39,0,0
1,0.758,0,69.32,0.58,0,0
2,0.702,0,342.56,0.403,0,1
2,0.506,1,148.95,0.819,0,1
1,0.315,1,236.28,0.613,0,0
0,0.261,0,618.44,0.215,0,0
1,0.984,0,410.84,0.906,0,0
0,0.841,0,39.85,0.801,0,0
1,0.548,0,176.65,0.249,0,0
2,0.384,0,131.38,0.827,1,1
2,0.414,1,232.92,0.138,0,1
2,0.752,1,111.82,0.34,0,1
0,0.218,1,362.7,0.353,0,0
1,0.719,1,187.71,0.343,0,1
1,0.671,0,154.46,0.178,0,0
1,0.141,0,346.67,0.661,0,0
2,0.494,1,375.19,0.327,0,1
2,0.275,0,166.2,0.135,1,1
1,0.836,0,430.12,0.089,0,0
2,0.567,0,112.51,0.803,0,1
1,0.605,0,224.66,0.699,0,0
1,0.859,0,132.89,0.472,0,0
1,0.307,0,146.35,0.691,0,0
2,0.634,0,307.98,0.129,0,1
2,0.697,0,547.04,0.856,0,1
1,0.678,1,137.1,0.652,0,1
0,0.2,1,309.74,0.114,0,0
2,0.896,0,105.56,0.361,0,1
2,0.826,0,163.15,0.471,0,1
1,0.159,0,106.21,0.905,0,0
1,0.764,1,194.18,0.861,0,1
1,0.076,0,141.4,0.496,0,0
1,0.859,0,43.9,0.168,0,1
2,0.197,0,200.44,0.875,0,0
0,0.606,1,680.3,0.589,0,0
0,0.765,1,458.34,0.612,0,0
2,0.803,0,878.43,0.857,0,1
2,0.51,0,187.18,0.585,0,1
2,0.898,0,565.87,0.263,0,0
2,0.691,0,223.51,0.573,0,1
2,0.686,1,706.02,0.197,0,0
2,0.758,0,616.44,0.441,0,0
2,0.813,0,314.66,0.856,0,1
1,0.165,0,143.83,0.551,0,0
0,0.418,1,395.31,0.463,1,0
2,0.697,0,313.38,0.535,1,1
0,0.87,0,510.83,0.847,0,0
0,0.505,1,376.82,0.157,0,0
2,0.876,0,474.53,0.657,0,0
2,0.584,0,571.8,0.438,0,0
2,0.452,0,495.77,0.382,0,0
2,0.62,1,433.42,0.139,0,1
1,0.574,0,449.0,0.508,0,0
1,0.435,0,255.66,0.661,0,0
2,0.519,0,240.33,0.827,0,1
2,0.97,0,125.45,0.841,0,1
2,0.369,0,297.96,0.159,0,1
2,0.717,0,585.07,0.735,0,0
1,0.4,1,187.7,0.533,0,1
2,0.476,0,463.26,0.819,0,0
1,0.19,0,169.16,0.467,0,0
2,0.68,1,24.34,0.186,0,1
1,0.627,0,337.93,0.494,1,0
2,0.275,1,292.93,0.199,0,1
2,0.974,0,287.63,0.383,0,1
1,0.768,0,50.78,0.468,0,0
2,0.426,0,119.15,0.76,0,1
0,0.324,1,685.94,0.282,0,0
2,0.708,0,181.05,0.573,0,1
1,0.663,0,95.95,0.238,0,0
1,0.47,0,314.81,0.136,1,0
2,0.329,0,239.27,0.38,1,1
2,0.605,0,313.05,0.752,0,1
2,0.797,1,519.97,0.498,0,1
1,0.674,0,180.48,0.637,0,0
1,0.628,0,398.15,0.172,1,0
1,0.855,1,47.57,0.391,1,1
1,0.363,1,116.03,0.258,0,0
2,0.334,0,517.45,0.779,0,0
2,0.515,0,194.22,0.821,1,1
2,0.615,1,323.85,0.141,1,1
1,0.574,0,108.26,0.514,0,0
2,0.74,0,717.72,0.465,1,1
1,0.754,1,222.8,0.467,0,0
2,0.173,1,678.14,0.816,0,1
2,0.704,0,306.47,0.61,0,1
1,0.6,0,355.47,0.662,1,0
0,0.617,1,554.22,0.673,0,0
2,0.504,0,253.08,0.101,0,1
1,0.955,0,183.64,0.719,0,0
2,0.416,1,730.97,0.111,0,1
2,0.96,0,330.56,0.448,0,1
2,0.505,0,80.82,0.146,0,1
2,0.754,0,180.06,0.5,0,1
1,0.475,0,80.97,0.154,0,0
2,0.86,0,135.43,0.197,1,1
2,0.879,1,155.37,0.54,0,1
2,0.454,0,269.05,0.626,0,1
2,0.399,0,494.29,0.467,0,0
2,0.796,0,228.76,0.042,0,1
2,0.453,1,589.04,0.961,1,1
2,0.353,0,285.36,0.729,1,0
1,0.791,0,120.85,0.365,0,0
2,0.663,1,220.6,0.974,0,1
0,0.147,0,165.36,0.311,0,0
2,0.602,0,279.7,0.468,0,1
2,0.758,0,151.86,0.492,0,1
1,0.418,0,275.12,0.893,1,0
1,0.474,0,118.75,0.44,0,0
2,0.662,1,681.86,0.428,0,1
2,0.501,0,363.82,0.714,0,1
2,0.744,0,461.22,0.593,1,1
2,0.406,0,292.18,0.637,0,1
1,0.575,1,466.1,0.75,0,0
2,0.828,1,368.15,0.424,1,1
2,0.403,1,373.28,0.149,0,1
1,0.676,0,227.57,0.647,0,0
2,0.469,1,174.28,0.505,0,1
2,0.66,0,207.21,0.959,0,1
1,0.356,1,60.43,0.735,0,1
2,0.988,1,193.3,0.328,0,1
2,0.923,1,197.33,0.762,0,1
2,0.103,0,368.42,0.814,0,0
2,0.751,0,451.23,0.755,0,1
0,0.368,1,143.3,0.118,0,0
1,0.695,0,152.03,0.05,0,0
2,0.614,0,620.2,0.175,0,0
2,0.26,0,281.61,0.282,1,1
2,0.171,0,622.13,0.719,0,0
0,0.394,1,27.12,0.31,0,0
0,0.645,0,669.81,0.253,0,0
2,0.732,0,537.72,0.818,1,1
2,0.202,1,565.88,0.457,0,1
1,0.122,1,250.73,0.704,0,0
2,0.648,0,750.76,0.802,0,0
1,0.78,0,81.38,0.695,0,0
1,0.412,0,63.24,0.74,0,0
2,0.72,1,610.69,0.681,0,1
2,0.757,0,229.74,0.709,0,1
2,0.236,0,114.15,0.248,0,0
2,0.183,1,471.24,0.622,0,1
2,0.453,0,397.29,0.521,1,1
2,0.573,0,200.14,0.463,0,1
1,0.748,0,329.22,0.636,0,0
2,0.764,1,220.9,0.742,1,1
1,0.211,0,155.64,0.672,0,0
2,0.463,0,182.8,0.587,1,0
1,0.574,0,211.19,0.83,0,0
1,0.61,0,128.03,0.489,0,0
2,0.783,0,147.23,0.756,0,1
2,0.757,0,402.78,0.999,1,1
2,0.615,0,321.12,0.366,1,1
2,0.904,1,248.39,0.812,1,1
2,0.748,0,252.36,0.107,0,1
2,0.433,1,276.21,0.357,0,1
2,0.375,0,392.23,0.328,0,1
2,0.8,0,227.02,0.729,1,1
1,0.47,1,319.19,0.486,1,0
2,0.59,0,549.05,0.296,0,0
2,0.301,1,367.02,0.318,0,1
1,0.176,1,70.34,0.698,0,0
0,0.516,1,352.29,0.615,0,0
2,0.528,1,176.1,0.006,0,1
0,0.755,0,481.17,0.775,0,0
2,0.913,1,230.47,0.218,1,1
2,0.175,0,206.2,0.38,1,1
2,0.678,0,351.32,0.28,1,1
0,0.221,0,264.66,0.838,1,0
2,0.788,1,228.76,0.571,0,1
1,0.342,1,75.31,0.701,0,0
1,0.504,1,212.57,0.061,1,1
1,0.903,1,365.77,0.147,0,0
2,0.807,1,423.89,0.844,0,1
2,0.826,0,157.49,0.69,1,1
2,0.527,0,43.67,0.49,0,1
2,0.717,1,534.84,0.582,1,1
1,0.304,0,21.11,0.409,0,0
2,0.52,0,566.48,0.89,0,1
2,0.287,0,302.93,0.444,0,0
2,0.758,0,69.58,0.652,0,1
2,0.482,1,644.54,0.2,0,1
2,0.359,0,638.16,0.155,0,0
2,0.584,0,251.26,0.762,0,1
1,0.346,0,178.38,0.709,1,0
1,0.489,0,122.15,0.465,0,0
2,0.4,1,737.79,0.772,0,0
1,0.326,1,251.68,0.348,0,0
1,0.661,1,108.82,0.529,1,1
2,0.281,0,167.26,0.836,0,0
2,0.142,1,116.8,0.654,0,1
1,0.367,0,108.66,0.044,0,0
1,0.76,1,411.79,0.229,0,0
2,0.247,0,617.27,0.753,0,0
1,0.112,0,258.0,0.852,1,0
2,0.89,0,351.03,0.862,0,1
1,0.664,0,84.57,0.588,1,1
1,0.612,0,228.38,0.792,1,0
2,0.434,0,163.21,0.175,0,1
2,0.27,0,201.89,0.208,0,0
0,0.571,1,184.29,0.281,0,0
2,0.546,0,668.74,0.212,1,1
2,0.713,0,80.52,0.7,0,1
1,0.712,0,101.14,0.58,0,0
1,0.752,0,144.78,0.269,0,0
1,0.723,0,160.66,0.396,0,0
1,0.56,0,193.62,0.923,0,0
1,0.808,1,254.83,0.567,0,0
2,0.618,0,748.42,0.277,0,0
2,0.8,1,229.07,0.49,0,1
2,0.37,0,874.02,0.115,0,0
1,0.774,0,140.13,0.296,0,0
1,0.289,1,267.44,0.835,0,0
1,0.788,0,471.69,0.665,0,0
1,0.279,1,168.63,0.519,1,0
1,0.427,0,170.48,0.057,0,0
2,0.588,0,228.61,0.734,1,1
2,0.291,0,55.52,0.83,0,0
1,0.561,0,485.02,0.816,0,0
2,0.821,0,131.68,0.69,0,1
2,0.522,0,258.55,0.577,0,1
2,0.841,1,470.81,0.475,0,1
1,0.153,0,300.32,0.389,1,0
1,0.342,0,312.7,0.914,0,0
2,0.327,0,298.39,0.876,0,1
0,0.476,1,248.05,0.713,0,0
1,0.563,0,259.85,0.796,0,1
2,0.397,1,726.98,0.169,0,0
2,0.378,0,242.18,0.678,0,1
2,0.472,0,349.57,0.159,0,1
2,0.857,0,274.35,0.77,0,0
2,0.566,0,402.27,0.308,0,1
0,0.597,0,98.5,0.191,0,0
2,0.542,1,266.24,0.451,0,1
2,0.059,1,226.23,0.293,1,1
1,0.612,0,255.67,0.276,0,0
1,0.734,0,255.75,0.202,0,0
0,0.515,1,32.68,0.457,0,0
2,0.735,0,396.02,0.583,0,1
0,0.518,0,204.2,0.817,0,0
2,0.537,1,140.83,0.782,1,1
2,0.604,0,484.9,0.738,0,1
1,0.363,0,96.45,0.762,0,1
2,0.32,0,212.75,0.616,0,1
2,0.829,0,76.61,0.162,0,1
2,0.596,0,313.34,0.219,0,1
2,0.454,0,64.4,0.397,0,1
2,0.633,0,237.88,0.276,0,1
2,0.563,1,275.41,0.015,1,1
2,0.59,0,654.57,0.28,0,0
1,0.735,0,119.85,0.582,0,0
2,0.706,0,26.41,0.758,1,1
0,0.762,0,673.9,0.083,1,0
0,0.846,1,606.43,0.412,0,0
2,0.26,0,591.31,0.794,0,0
0,0.366,1,386.61,0.855,0,0
2,0.863,0,292.07,0.35,0,1
2,0.6,1,579.31,0.18,0,1
1,0.729,0,80.29,0.761,1,1
1,0.058,0,225.09,0.144,0,0
0,0.449,0,595.45,0.347,0,0
1,0.777,0,177.74,0.678,1,0
1,0.509,0,127.71,0.532,0,0
1,0.42,1,112.66,0.381,0,0
2,0.734,0,289.01,0.422,0,1
1,0.692,1,173.85,0.384,1,1
2,0.606,0,545.72,0.355,0,0
2,0.368,0,151.58,0.303,0,1
2,0.591,0,556.13,0.418,0,0
2,0.159,1,151.46,0.201,0,1
2,0.729,0,282.84,0.404,0,1
2,0.515,0,134.94,0.851,0,1
2,0.191,0,221.58,0.899,0,0
1,0.501,0,212.53,0.306,0,0
0,0.634,1,650.29,0.309,0,0
2,0.71,1,454.58,0.377,0,1
2,0.807,0,444.1,0.632,0,1
2,0.512,0,200.86,0.502,0,1
2,0.623,0,629.93,0.44,0,0
2,0.508,1,264.98,0.396,0,1
1,0.348,0,185.25,0.449,0,0
1,0.426,1,395.08,0.472,0,0
2,0.111,0,708.47,0.382,0,0
2,0.588,0,287.04,0.279,0,1
1,0.624,0,204.35,0.383,1,0
0,0.682,0,669.49,0.36,0,0
1,0.351,0,73.61,0.216,0,0
2,0.546,0,265.31,0.664,0,1
2,0.5,1,221.71,0.807,0,0
0,0.638,1,238.49,0.295,0,0
2,0.425,1,718.9,0.141,0,1
2,0.37,0,202.57,0.625,0,1
2,0.691,0,163.03,0.176,0,1
2,0.36,0,483.61,0.209,0,0
2,0.495,1,719.32,0.645,0,0
1,0.789,0,350.62,0.786,0,0
2,0.488,1,531.34,0.606,0,1
2,0.658,0,817.17,0.625,0,0
1,0.758,0,92.26,0.925,0,1
2,0.801,0,831.85,0.061,0,0
1,0.57,0,174.26,0.698,0,0
2,0.455,0,296.88,0.339,0,1
2,0.432,0,366.71,0.58,0,1
1,0.494,0,110.41,0.364,1,1
1,0.519,0,378.47,0.526,0,0
1,0.457,1,331.24,0.713,0,0
0,0.352,0,65.69,0.841,0,0
2,0.591,0,708.22,0.307,0,0
2,0.9,0,194.22,0.467,0,1
2,0.36,0,331.47,0.157,0,0
1,0.516,1,453.28,0.197,0,0
2,0.443,1,357.42,0.181,0,1
2,0.511,0,46.63,0.647,0,1
0,0.078,0,606.36,0.64,0,0
2,0.41,1,481.47,0.612,0,1
2,0.824,0,356.54,0.468,0,1
1,0.379,0,24.97,0.36,0,0
1,0.87,0,35.88,0.362,0,1
2,0.443,0,285.86,0.384,1,1
2,0.489,1,547.79,0.858,0,1
2,0.288,0,338.4,0.27,0,0
2,0.204,0,493.75,0.453,0,0
2,0.709,0,771.4,0.689,0,0
2,0.841,0,582.92,0.016,0,0
2,0.16,1,620.79,0.425,0,0
2,0.666,1,114.02,0.659,0,1
2,0.285,0,364.26,0.629,0,0
2,0.252,1,580.49,0.607,0,1
0,0.789,0,513.84,0.57,0,0
2,0.081,1,29.9,0.173,0,1
1,0.443,0,23.39,0.336,1,1
0,0.89,0,233.98,0.671,0,0
2,0.474,0,152.39,0.362,0,1
1,0.298,0,126.71,0.502,0,0
2,0.793,1,415.64,0.413,1,1
2,0.53,0,137.96,0.645,0,1
2,0.503,0,234.54,0.236,0,1
2,0.697,0,452.73,0.367,0,0
1,0.246,1,151.96,0.776,0,0
1,0.39,1,218.16,0.594,1,1
2,0.506,0,671.07,0.846,0,0
1,0.831,0,143.97,0.767,0,1
1,0.039,0,86.15,0.887,1,1
2,0.684,0,205.12,0.401,0,1
1,0.459,0,49.65,0.678,0,1
1,0.721,0,70.78,0.442,0,0
2,0.559,0,482.78,0.813,0,1
1,0.845,0,47.55,0.461,0,1
2,0.452,0,123.56,0.608,0,1
2,0.511,0,157.85,0.304,0,1
2,0.694,0,577.84,0.614,0,0
2,0.63,0,512.13,0.2,1,1
1,0.794,1,229.52,0.219,0,0
1,0.82,0,140.47,0.251,0,0
1,0.535,1,178.31,0.801,1,1
1,0.316,1,159.47,0.131,1,0
1,0.674,1,221.67,0.421,0,0
1,0.482,0,106.95,0.502,0,0
2,0.158,1,606.74,0.534,0,1
1,0.334,0,240.9,0.462,0,0
2,0.524,1,622.64,0.217,0,1
1,0.59,0,299.94,0.599,0,1
2,0.23,0,177.68,0.631,0,0
1,0.812,0,141.21,0.613,0,0
1,0.687,0,98.44,0.567,0,0
2,0.299,0,153.48,0.552,0,0
2,0.808,1,184.89,0.459,0,1
2,0.794,1,684.28,0.376,0,1
2,0.698,0,851.38,0.134,1,1
1,0.924,0,391.4,0.604,0,0
2,0.223,1,432.98,0.628,0,1
2,0.645,0,282.82,0.628,0,1
2,0.188,0,175.9,0.6,0,0
2,0.49,1,181.41,0.677,1,1
2,0.692,0,489.76,0.717,0,1
1,0.619,0,96.91,0.322,0,0
2,0.747,1,312.07,0.836,0,1
2,0.188,1,651.38,0.585,0,1
1,0.76,0,212.67,0.222,0,0
1,0.724,0,101.89,0.325,0,0
1,0.268,1,78.82,0.395,1,1
2,0.599,1,126.7,0.864,0,1
2,0.31,1,411.61,0.337,1,1
1,0.267,1,129.24,0.173,1,0
1,0.377,0,164.2,0.534,0,0
1,0.709,0,145.3,0.375,0,0
2,0.141,1,127.21,0.451,1,1
0,0.749,0,432.01,0.884,0,0
2,0.538,1,380.37,0.856,0,1
2,0.741,0,596.37,0.636,0,0
1,0.804,0,130.15,0.17,0,0
2,0.923,1,557.03,0.882,0,1
2,0.872,0,454.5,0.623,0,0
2,0.399,1,178.38,0.602,0,1
1,0.712,0,228.5,0.915,0,0
1,0.857,0,284.72,0.702,1,0
2,0.638,0,404.92,0.182,1,1
2,0.413,0,391.83,0.258,0,1
1,0.534,0,39.87,0.066,0,1
0,0.482,0,654.99,0.568,0,0
2,0.479,0,133.49,0.482,0,1
1,0.375,1,154.08,0.346,0,0
2,0.551,0,285.01,0.247,0,1
2,0.319,1,385.95,0.411,0,1
1,0.723,0,282.48,0.809,0,0
2,0.705,1,194.44,0.073,0,1
2,0.759,1,601.56,0.7,0,1
0,0.425,0,457.75,0.345,0,0
2,0.743,1,518.02,0.71,0,1
2,0.492,0,303.17,0.225,0,1
1,0.945,0,232.03,0.14,1,1
2,0.818,1,276.93,0.347,0,1
2,0.505,0,447.87,0.677,0,1
2,0.779,1,445.39,0.165,1,1
1,0.251,1,74.73,0.558,0,0
2,0.846,1,766.02,0.37,0,0
2,0.375,1,95.07,0.111,0,0
2,0.699,0,368.73,0.446,0,1
0,0.279,1,161.09,0.581,1,0
2,0.628,0,140.76,0.574,1,1
1,0.329,1,214.85,0.189,0,0
1,0.389,1,108.09,0.49,1,1
2,0.746,1,86.49,0.712,0,1
2,0.597,1,180.3,0.419,0,1
1,0.681,0,312.9,0.881,0,0
2,0.537,0,266.88,0.45,0,1
2,0.718,0,578.79,0.876,0,1
0,0.612,0,670.64,0.653,0,0
0,0.489,1,78.94,0.21,0,0
2,0.23,0,231.8,0.38,0,0
2,0.888,1,524.78,0.588,0,1
2,0.553,0,584.2,0.286,0,0
2,0.582,0,90.3,0.196,1,1
2,0.979,0,336.33,0.932,0,1
1,0.602,0,94.44,0.99,0,1
0,0.236,0,85.31,0.283,0,0
2,0.575,1,322.89,0.086,0,1
1,0.542,0,254.09,0.893,0,0
2,0.638,1,536.09,0.095,0,1
1,0.396,0,171.11,0.808,1,0
1,0.782,1,183.81,0.524,0,1
2,0.774,0,393.34,0.891,1,1
1,0.156,0,109.55,0.321,0,0
2,0.811,1,78.27,0.314,0,1
2,0.136,0,109.25,0.051,0,0
2,0.644,0,172.74,0.722,0,1
1,0.574,0,360.58,0.196,0,0
2,0.511,0,573.07,0.418,1,1
1,0.701,0,106.12,0.268,0,0
2,0.694,0,382.93,0.246,0,1
0,0.136,0,86.18,0.71,0,0
2,0.802,0,143.11,0.295,0,1
0,0.593,1,432.67,0.229,0,0
2,0.704,0,400.86,0.671,0,1
1,0.271,0,69.18,0.34,0,0
2,0.717,0,204.6,0.317,0,1
2,0.048,0,52.23,0.353,1,1
2,0.734,0,379.36,0.526,0,1
2,0.595,0,188.78,0.327,0,1
2,0.275,0,723.76,0.515,0,0
0,0.778,0,414.26,0.427,0,0
2,0.51,0,242.85,0.218,0,1
2,0.26,1,180.14,0.792,0,1
2,0.626,0,109.28,0.843,0,1
2,0.299,0,259.29,0.619,0,0
1,0.346,0,252.81,0.181,0,0
2,0.873,1,279.83,0.928,0,1
0,0.491,1,110.99,0.038,0,0
1,0.795,1,141.46,0.485,0,1
2,0.488,0,471.7,0.264,0,0
2,0.574,0,638.34,0.191,0,0
0,0.785,0,330.15,0.458,0,0
1,0.114,1,101.46,0.138,0,0
0,0.599,0,661.73,0.24,0,0
2,0.586,0,36.8,0.807,1,1
1,0.512,0,236.89,0.158,0,0
2,0.747,0,52.01,0.388,0,1
1,0.45,0,102.75,0.554,1,1
2,0.867,0,403.73,0.216,0,1
1,0.912,0,297.1,0.616,0,0
1,0.604,0,132.89,0.402,0,0
1,0.732,1,167.37,0.264,1,1
2,0.58,1,309.89,0.555,0,1
2,0.702,1,416.71,0.384,0,1
1,0.764,0,204.86,0.779,0,0
2,0.954,1,111.48,0.289,0,1
1,0.182,0,87.01,0.576,0,0
2,0.82,0,223.33,0.662,0,1
2,0.501,1,334.7,0.795,0,1
2,0.544,0,562.49,0.453,0,0
1,0.596,0,72.59,0.35,0,0
2,0.26,0,547.74,0.796,0,0
1,0.562,1,264.88,0.576,0,0
0,0.254,0,536.11,0.156,0,0
0,0.49,1,325.75,0.391,1,0
